"Sex","Age_bin_idx",".chain",".iteration",".draw","variable","value"
"F",13,4,122,1022,"logit_rho",-2.2057
"F",13,4,123,1023,"logit_rho",-2.34142
"F",13,4,124,1024,"logit_rho",-2.19354
"F",13,4,125,1025,"logit_rho",-2.59364
"F",13,4,126,1026,"logit_rho",-2.33264
"F",13,4,127,1027,"logit_rho",-1.79313
"F",13,4,128,1028,"logit_rho",-1.4019
"F",13,4,129,1029,"logit_rho",-1.74499
"F",13,4,130,1030,"logit_rho",-2.11155
"F",13,4,131,1031,"logit_rho",-1.9572
"F",13,4,132,1032,"logit_rho",-1.68939
"F",13,4,133,1033,"logit_rho",-2.04594
"F",13,4,134,1034,"logit_rho",-1.98691
"F",13,4,135,1035,"logit_rho",-1.48697
"F",13,4,136,1036,"logit_rho",-1.83303
"F",13,4,137,1037,"logit_rho",-1.67476
"F",13,4,138,1038,"logit_rho",-1.92378
"F",13,4,139,1039,"logit_rho",-1.51262
"F",13,4,140,1040,"logit_rho",-1.74785
"F",13,4,141,1041,"logit_rho",-2.19659
"F",13,4,142,1042,"logit_rho",-2.27935
"F",13,4,143,1043,"logit_rho",-2.57331
"F",13,4,144,1044,"logit_rho",-2.41384
"F",13,4,145,1045,"logit_rho",-2.28771
"F",13,4,146,1046,"logit_rho",-2.39598
"F",13,4,147,1047,"logit_rho",-2.07483
"F",13,4,148,1048,"logit_rho",-1.89666
"F",13,4,149,1049,"logit_rho",-1.91216
"F",13,4,150,1050,"logit_rho",-1.79937
"F",13,4,151,1051,"logit_rho",-1.73955
"F",13,4,152,1052,"logit_rho",-2.31538
"F",13,4,153,1053,"logit_rho",-1.95382
"F",13,4,154,1054,"logit_rho",-2.36268
"F",13,4,155,1055,"logit_rho",-2.46748
"F",13,4,156,1056,"logit_rho",-2.39927
"F",13,4,157,1057,"logit_rho",-2.3504
"F",13,4,158,1058,"logit_rho",-2.62903
"F",13,4,159,1059,"logit_rho",-1.96715
"F",13,4,160,1060,"logit_rho",-2.00605
"F",13,4,161,1061,"logit_rho",-2.08978
"F",13,4,162,1062,"logit_rho",-1.77422
"F",13,4,163,1063,"logit_rho",-1.49985
"F",13,4,164,1064,"logit_rho",-1.53639
"F",13,4,165,1065,"logit_rho",-1.90065
"F",13,4,166,1066,"logit_rho",-2.25299
"F",13,4,167,1067,"logit_rho",-2.31544
"F",13,4,168,1068,"logit_rho",-2.33198
"F",13,4,169,1069,"logit_rho",-2.43522
"F",13,4,170,1070,"logit_rho",-2.72395
"F",13,4,171,1071,"logit_rho",-2.32599
"F",13,4,172,1072,"logit_rho",-2.19606
"F",13,4,173,1073,"logit_rho",-2.02954
"F",13,4,174,1074,"logit_rho",-1.94239
"F",13,4,175,1075,"logit_rho",-2.29132
"F",13,4,176,1076,"logit_rho",-2.38379
"F",13,4,177,1077,"logit_rho",-2.1237
"F",13,4,178,1078,"logit_rho",-2.1032
"F",13,4,179,1079,"logit_rho",-1.76664
"F",13,4,180,1080,"logit_rho",-2.06486
"F",13,4,181,1081,"logit_rho",-2.15278
"F",13,4,182,1082,"logit_rho",-2.59831
"F",13,4,183,1083,"logit_rho",-2.33267
"F",13,4,184,1084,"logit_rho",-2.24795
"F",13,4,185,1085,"logit_rho",-1.89778
"F",13,4,186,1086,"logit_rho",-1.95498
"F",13,4,187,1087,"logit_rho",-2.21801
"F",13,4,188,1088,"logit_rho",-2.17798
"F",13,4,189,1089,"logit_rho",-2.27611
"F",13,4,190,1090,"logit_rho",-1.92863
"F",13,4,191,1091,"logit_rho",-2.24137
"F",13,4,192,1092,"logit_rho",-1.91248
"F",13,4,193,1093,"logit_rho",-2.35596
"F",13,4,194,1094,"logit_rho",-2.42129
"F",13,4,195,1095,"logit_rho",-2.44304
"F",13,4,196,1096,"logit_rho",-2.52699
"F",13,4,197,1097,"logit_rho",-2.50292
"F",13,4,198,1098,"logit_rho",-2.09555
"F",13,4,199,1099,"logit_rho",-2.07406
"F",13,4,200,1100,"logit_rho",-1.83864
"F",13,4,201,1101,"logit_rho",-1.94455
"F",13,4,202,1102,"logit_rho",-2.4931
"F",13,4,203,1103,"logit_rho",-2.295
"F",13,4,204,1104,"logit_rho",-2.38368
"F",13,4,205,1105,"logit_rho",-2.05403
"F",13,4,206,1106,"logit_rho",-2.44903
"F",13,4,207,1107,"logit_rho",-2.49755
"F",13,4,208,1108,"logit_rho",-2.49383
"F",13,4,209,1109,"logit_rho",-2.53392
"F",13,4,210,1110,"logit_rho",-2.50075
"F",13,4,211,1111,"logit_rho",-2.28931
"F",13,4,212,1112,"logit_rho",-1.65532
"F",13,4,213,1113,"logit_rho",-1.34076
"F",13,4,214,1114,"logit_rho",-2.03821
"F",13,4,215,1115,"logit_rho",-2.08219
"F",13,4,216,1116,"logit_rho",-2.57359
"F",13,4,217,1117,"logit_rho",-2.42005
"F",13,4,218,1118,"logit_rho",-2.10466
"F",13,4,219,1119,"logit_rho",-2.57467
"F",13,4,220,1120,"logit_rho",-2.34724
"F",13,4,221,1121,"logit_rho",-2.12702
"F",13,4,222,1122,"logit_rho",-2.33973
"F",13,4,223,1123,"logit_rho",-2.21353
"F",13,4,224,1124,"logit_rho",-2.27254
"F",13,4,225,1125,"logit_rho",-2.28816
"F",13,4,226,1126,"logit_rho",-2.55831
"F",13,4,227,1127,"logit_rho",-2.41129
"F",13,4,228,1128,"logit_rho",-2.40364
"F",13,4,229,1129,"logit_rho",-2.34042
"F",13,4,230,1130,"logit_rho",-2.1808
"F",13,4,231,1131,"logit_rho",-2.25149
"F",13,4,232,1132,"logit_rho",-1.95062
"F",13,4,233,1133,"logit_rho",-1.9169
"F",13,4,234,1134,"logit_rho",-2.0153
"F",13,4,235,1135,"logit_rho",-2.4012
"F",13,4,236,1136,"logit_rho",-2.23304
"F",13,4,237,1137,"logit_rho",-2.41704
"F",13,4,238,1138,"logit_rho",-2.49354
"F",13,4,239,1139,"logit_rho",-1.81955
"F",13,4,240,1140,"logit_rho",-1.91562
"F",13,4,241,1141,"logit_rho",-1.91034
"F",13,4,242,1142,"logit_rho",-2.05792
"F",13,4,243,1143,"logit_rho",-2.09181
"F",13,4,244,1144,"logit_rho",-1.98512
"F",13,4,245,1145,"logit_rho",-1.96082
"F",13,4,246,1146,"logit_rho",-1.78672
"F",13,4,247,1147,"logit_rho",-2.29713
"F",13,4,248,1148,"logit_rho",-2.18516
"F",13,4,249,1149,"logit_rho",-2.13318
"F",13,4,250,1150,"logit_rho",-2.04509
"F",13,4,251,1151,"logit_rho",-2.06321
"F",13,4,252,1152,"logit_rho",-2.32146
"F",13,4,253,1153,"logit_rho",-2.04256
"F",13,4,254,1154,"logit_rho",-2.20643
"F",13,4,255,1155,"logit_rho",-2.06198
"F",13,4,256,1156,"logit_rho",-2.1929
"F",13,4,257,1157,"logit_rho",-2.13935
"F",13,4,258,1158,"logit_rho",-2.48153
"F",13,4,259,1159,"logit_rho",-2.22663
"F",13,4,260,1160,"logit_rho",-2.02383
"F",13,4,261,1161,"logit_rho",-1.96757
"F",13,4,262,1162,"logit_rho",-2.37996
"F",13,4,263,1163,"logit_rho",-2.02659
"F",13,4,264,1164,"logit_rho",-2.1728
"F",13,4,265,1165,"logit_rho",-2.09869
"F",13,4,266,1166,"logit_rho",-2.20044
"F",13,4,267,1167,"logit_rho",-2.37782
"F",13,4,268,1168,"logit_rho",-2.32405
"F",13,4,269,1169,"logit_rho",-2.29072
"F",13,4,270,1170,"logit_rho",-2.55671
"F",13,4,271,1171,"logit_rho",-2.45811
"F",13,4,272,1172,"logit_rho",-2.41766
"F",13,4,273,1173,"logit_rho",-2.3795
"F",13,4,274,1174,"logit_rho",-2.12076
"F",13,4,275,1175,"logit_rho",-2.17939
"F",13,4,276,1176,"logit_rho",-1.8119
"F",13,4,277,1177,"logit_rho",-2.30772
"F",13,4,278,1178,"logit_rho",-2.08057
"F",13,4,279,1179,"logit_rho",-2.08672
"F",13,4,280,1180,"logit_rho",-2.15325
"F",13,4,281,1181,"logit_rho",-2.15156
"F",13,4,282,1182,"logit_rho",-2.18781
"F",13,4,283,1183,"logit_rho",-2.31581
"F",13,4,284,1184,"logit_rho",-2.73118
"F",13,4,285,1185,"logit_rho",-2.27854
"F",13,4,286,1186,"logit_rho",-2.33787
"F",13,4,287,1187,"logit_rho",-2.32823
"F",13,4,288,1188,"logit_rho",-2.25326
"F",13,4,289,1189,"logit_rho",-2.64576
"F",13,4,290,1190,"logit_rho",-2.37967
"F",13,4,291,1191,"logit_rho",-2.62049
"F",13,4,292,1192,"logit_rho",-2.69601
"F",13,4,293,1193,"logit_rho",-2.20447
"F",13,4,294,1194,"logit_rho",-1.55149
"F",13,4,295,1195,"logit_rho",-1.70486
"F",13,4,296,1196,"logit_rho",-2.19276
"F",13,4,297,1197,"logit_rho",-2.37999
"F",13,4,298,1198,"logit_rho",-2.52103
"F",13,4,299,1199,"logit_rho",-2.47089
"F",13,4,300,1200,"logit_rho",-2.34282
"F",14,1,1,1,"logit_rho",-2.42244
"F",14,1,2,2,"logit_rho",-2.26507
"F",14,1,3,3,"logit_rho",-2.41534
"F",14,1,4,4,"logit_rho",-2.41409
"F",14,1,5,5,"logit_rho",-2.40724
"F",14,1,6,6,"logit_rho",-2.28
"F",14,1,7,7,"logit_rho",-2.11802
"F",14,1,8,8,"logit_rho",-1.97169
"F",14,1,9,9,"logit_rho",-2.21565
"F",14,1,10,10,"logit_rho",-2.30436
"F",14,1,11,11,"logit_rho",-2.419
"F",14,1,12,12,"logit_rho",-2.22879
"F",14,1,13,13,"logit_rho",-2.22263
"F",14,1,14,14,"logit_rho",-2.00429
"F",14,1,15,15,"logit_rho",-2.23179
"F",14,1,16,16,"logit_rho",-2.17977
"F",14,1,17,17,"logit_rho",-2.17695
"F",14,1,18,18,"logit_rho",-2.57686
"F",14,1,19,19,"logit_rho",-2.55227
"F",14,1,20,20,"logit_rho",-2.18158
"F",14,1,21,21,"logit_rho",-2.28913
"F",14,1,22,22,"logit_rho",-2.30049
"F",14,1,23,23,"logit_rho",-2.33631
"F",14,1,24,24,"logit_rho",-2.18392
"F",14,1,25,25,"logit_rho",-2.61677
"F",14,1,26,26,"logit_rho",-2.69475
"F",14,1,27,27,"logit_rho",-2.33352
"F",14,1,28,28,"logit_rho",-2.17835
"F",14,1,29,29,"logit_rho",-2.07095
"F",14,1,30,30,"logit_rho",-1.84327
"F",14,1,31,31,"logit_rho",-1.88134
"F",14,1,32,32,"logit_rho",-1.99237
"F",14,1,33,33,"logit_rho",-2.16011
"F",14,1,34,34,"logit_rho",-2.10667
"F",14,1,35,35,"logit_rho",-2.02626
"F",14,1,36,36,"logit_rho",-2.2562
"F",14,1,37,37,"logit_rho",-2.3817
"F",14,1,38,38,"logit_rho",-2.2828
"F",14,1,39,39,"logit_rho",-2.3589
"F",14,1,40,40,"logit_rho",-1.86597
"F",14,1,41,41,"logit_rho",-1.23686
"F",14,1,42,42,"logit_rho",-1.76907
"F",14,1,43,43,"logit_rho",-1.8606
"F",14,1,44,44,"logit_rho",-1.71379
"F",14,1,45,45,"logit_rho",-2.0105
"F",14,1,46,46,"logit_rho",-2.1741
"F",14,1,47,47,"logit_rho",-2.03306
"F",14,1,48,48,"logit_rho",-2.5199
"F",14,1,49,49,"logit_rho",-2.12984
"F",14,1,50,50,"logit_rho",-2.22968
"F",14,1,51,51,"logit_rho",-2.16631
"F",14,1,52,52,"logit_rho",-2.24899
"F",14,1,53,53,"logit_rho",-2.20245
"F",14,1,54,54,"logit_rho",-2.2204
"F",14,1,55,55,"logit_rho",-2.15899
"F",14,1,56,56,"logit_rho",-2.278
"F",14,1,57,57,"logit_rho",-2.22941
"F",14,1,58,58,"logit_rho",-2.35968
"F",14,1,59,59,"logit_rho",-2.39688
"F",14,1,60,60,"logit_rho",-2.46289
"F",14,1,61,61,"logit_rho",-2.40574
"F",14,1,62,62,"logit_rho",-2.37906
"F",14,1,63,63,"logit_rho",-2.59656
"F",14,1,64,64,"logit_rho",-2.49555
"F",14,1,65,65,"logit_rho",-2.49194
"F",14,1,66,66,"logit_rho",-2.56379
"F",14,1,67,67,"logit_rho",-2.14378
"F",14,1,68,68,"logit_rho",-2.17431
"F",14,1,69,69,"logit_rho",-2.1909
"F",14,1,70,70,"logit_rho",-2.34263
"F",14,1,71,71,"logit_rho",-2.49424
"F",14,1,72,72,"logit_rho",-1.9427
"F",14,1,73,73,"logit_rho",-2.44184
"F",14,1,74,74,"logit_rho",-2.11543
"F",14,1,75,75,"logit_rho",-2.15867
"F",14,1,76,76,"logit_rho",-1.64664
"F",14,1,77,77,"logit_rho",-1.54241
"F",14,1,78,78,"logit_rho",-1.98696
"F",14,1,79,79,"logit_rho",-1.99026
"F",14,1,80,80,"logit_rho",-2.35217
"F",14,1,81,81,"logit_rho",-2.00697
"F",14,1,82,82,"logit_rho",-2.01872
"F",14,1,83,83,"logit_rho",-1.80338
"F",14,1,84,84,"logit_rho",-1.83776
"F",14,1,85,85,"logit_rho",-1.95317
"F",14,1,86,86,"logit_rho",-1.78264
"F",14,1,87,87,"logit_rho",-1.67897
"F",14,1,88,88,"logit_rho",-1.48631
"F",14,1,89,89,"logit_rho",-2.40599
"F",14,1,90,90,"logit_rho",-2.35548
"F",14,1,91,91,"logit_rho",-2.36292
"F",14,1,92,92,"logit_rho",-2.3451
"F",14,1,93,93,"logit_rho",-2.41307
"F",14,1,94,94,"logit_rho",-2.07417
"F",14,1,95,95,"logit_rho",-1.8191
"F",14,1,96,96,"logit_rho",-1.8116
"F",14,1,97,97,"logit_rho",-1.81952
"F",14,1,98,98,"logit_rho",-1.44997
"F",14,1,99,99,"logit_rho",-1.98056
"F",14,1,100,100,"logit_rho",-1.88701
"F",14,1,101,101,"logit_rho",-2.13106
"F",14,1,102,102,"logit_rho",-2.28427
"F",14,1,103,103,"logit_rho",-2.31687
"F",14,1,104,104,"logit_rho",-2.23884
"F",14,1,105,105,"logit_rho",-2.32947
"F",14,1,106,106,"logit_rho",-2.30467
"F",14,1,107,107,"logit_rho",-2.27491
"F",14,1,108,108,"logit_rho",-2.52581
"F",14,1,109,109,"logit_rho",-2.34841
"F",14,1,110,110,"logit_rho",-1.80195
"F",14,1,111,111,"logit_rho",-1.96943
"F",14,1,112,112,"logit_rho",-2.10756
"F",14,1,113,113,"logit_rho",-2.30025
"F",14,1,114,114,"logit_rho",-2.06579
"F",14,1,115,115,"logit_rho",-2.30615
"F",14,1,116,116,"logit_rho",-2.32093
"F",14,1,117,117,"logit_rho",-2.52892
"F",14,1,118,118,"logit_rho",-2.44509
"F",14,1,119,119,"logit_rho",-2.0752
"F",14,1,120,120,"logit_rho",-2.18766
"F",14,1,121,121,"logit_rho",-2.2492
"F",14,1,122,122,"logit_rho",-1.92537
"F",14,1,123,123,"logit_rho",-1.84417
"F",14,1,124,124,"logit_rho",-2.01882
"F",14,1,125,125,"logit_rho",-1.84573
"F",14,1,126,126,"logit_rho",-2.64311
"F",14,1,127,127,"logit_rho",-2.61711
"F",14,1,128,128,"logit_rho",-2.54283
"F",14,1,129,129,"logit_rho",-2.57812
"F",14,1,130,130,"logit_rho",-2.55648
"F",14,1,131,131,"logit_rho",-2.34258
"F",14,1,132,132,"logit_rho",-2.41236
"F",14,1,133,133,"logit_rho",-2.52738
"F",14,1,134,134,"logit_rho",-2.39724
"F",14,1,135,135,"logit_rho",-2.57675
"F",14,1,136,136,"logit_rho",-2.32284
"F",14,1,137,137,"logit_rho",-2.71193
"F",14,1,138,138,"logit_rho",-2.5162
"F",14,1,139,139,"logit_rho",-2.31596
"F",14,1,140,140,"logit_rho",-2.58182
"F",14,1,141,141,"logit_rho",-2.49547
"F",14,1,142,142,"logit_rho",-2.39022
"F",14,1,143,143,"logit_rho",-2.04041
"F",14,1,144,144,"logit_rho",-2.17323
"F",14,1,145,145,"logit_rho",-2.21652
"F",14,1,146,146,"logit_rho",-2.19047
"F",14,1,147,147,"logit_rho",-2.26324
"F",14,1,148,148,"logit_rho",-2.24957
"F",14,1,149,149,"logit_rho",-2.09842
"F",14,1,150,150,"logit_rho",-2.13086
"F",14,1,151,151,"logit_rho",-2.34015
"F",14,1,152,152,"logit_rho",-2.16037
"F",14,1,153,153,"logit_rho",-2.44636
"F",14,1,154,154,"logit_rho",-2.40705
"F",14,1,155,155,"logit_rho",-2.30386
"F",14,1,156,156,"logit_rho",-2.22081
"F",14,1,157,157,"logit_rho",-2.36036
"F",14,1,158,158,"logit_rho",-2.34182
"F",14,1,159,159,"logit_rho",-2.34441
"F",14,1,160,160,"logit_rho",-2.37951
"F",14,1,161,161,"logit_rho",-2.29879
"F",14,1,162,162,"logit_rho",-2.4837
"F",14,1,163,163,"logit_rho",-2.43695
"F",14,1,164,164,"logit_rho",-2.57945
"F",14,1,165,165,"logit_rho",-2.46915
"F",14,1,166,166,"logit_rho",-2.49483
"F",14,1,167,167,"logit_rho",-1.97316
"F",14,1,168,168,"logit_rho",-2.18429
"F",14,1,169,169,"logit_rho",-2.27936
"F",14,1,170,170,"logit_rho",-2.20754
"F",14,1,171,171,"logit_rho",-2.22225
"F",14,1,172,172,"logit_rho",-2.09652
"F",14,1,173,173,"logit_rho",-2.2409
"F",14,1,174,174,"logit_rho",-2.26952
"F",14,1,175,175,"logit_rho",-2.48489
"F",14,1,176,176,"logit_rho",-2.55262
"F",14,1,177,177,"logit_rho",-2.44204
"F",14,1,178,178,"logit_rho",-2.66213
"F",14,1,179,179,"logit_rho",-2.63863
"F",14,1,180,180,"logit_rho",-2.59992
"F",14,1,181,181,"logit_rho",-2.61274
"F",14,1,182,182,"logit_rho",-2.78479
"F",14,1,183,183,"logit_rho",-2.6664
"F",14,1,184,184,"logit_rho",-2.45568
"F",14,1,185,185,"logit_rho",-2.41958
"F",14,1,186,186,"logit_rho",-2.53916
"F",14,1,187,187,"logit_rho",-2.64683
"F",14,1,188,188,"logit_rho",-2.70675
"F",14,1,189,189,"logit_rho",-2.26036
"F",14,1,190,190,"logit_rho",-2.66116
"F",14,1,191,191,"logit_rho",-2.15802
"F",14,1,192,192,"logit_rho",-1.86191
"F",14,1,193,193,"logit_rho",-1.7405
"F",14,1,194,194,"logit_rho",-1.86176
"F",14,1,195,195,"logit_rho",-1.80331
"F",14,1,196,196,"logit_rho",-1.8879
"F",14,1,197,197,"logit_rho",-2.01782
"F",14,1,198,198,"logit_rho",-1.9799
"F",14,1,199,199,"logit_rho",-2.45152
"F",14,1,200,200,"logit_rho",-2.13416
"F",14,1,201,201,"logit_rho",-1.89348
"F",14,1,202,202,"logit_rho",-2.29522
"F",14,1,203,203,"logit_rho",-2.64904
"F",14,1,204,204,"logit_rho",-2.53322
"F",14,1,205,205,"logit_rho",-2.73342
"F",14,1,206,206,"logit_rho",-2.61759
"F",14,1,207,207,"logit_rho",-2.41737
"F",14,1,208,208,"logit_rho",-2.67143
"F",14,1,209,209,"logit_rho",-2.04385
"F",14,1,210,210,"logit_rho",-2.02444
"F",14,1,211,211,"logit_rho",-2.14956
"F",14,1,212,212,"logit_rho",-2.31481
"F",14,1,213,213,"logit_rho",-2.29189
"F",14,1,214,214,"logit_rho",-2.06967
"F",14,1,215,215,"logit_rho",-2.23794
"F",14,1,216,216,"logit_rho",-2.6291
"F",14,1,217,217,"logit_rho",-2.61496
"F",14,1,218,218,"logit_rho",-2.46801
"F",14,1,219,219,"logit_rho",-2.7218
"F",14,1,220,220,"logit_rho",-2.45769
"F",14,1,221,221,"logit_rho",-2.18694
"F",14,1,222,222,"logit_rho",-2.15553
"F",14,1,223,223,"logit_rho",-2.20201
"F",14,1,224,224,"logit_rho",-2.05331
"F",14,1,225,225,"logit_rho",-2.1341
"F",14,1,226,226,"logit_rho",-2.26173
"F",14,1,227,227,"logit_rho",-2.1738
"F",14,1,228,228,"logit_rho",-2.15765
"F",14,1,229,229,"logit_rho",-2.21582
"F",14,1,230,230,"logit_rho",-2.36818
"F",14,1,231,231,"logit_rho",-2.33732
"F",14,1,232,232,"logit_rho",-2.30518
"F",14,1,233,233,"logit_rho",-2.05434
"F",14,1,234,234,"logit_rho",-2.36169
"F",14,1,235,235,"logit_rho",-2.25141
"F",14,1,236,236,"logit_rho",-2.23036
"F",14,1,237,237,"logit_rho",-2.54912
"F",14,1,238,238,"logit_rho",-2.38058
"F",14,1,239,239,"logit_rho",-2.17181
"F",14,1,240,240,"logit_rho",-2.57016
"F",14,1,241,241,"logit_rho",-2.24332
"F",14,1,242,242,"logit_rho",-2.18699
"F",14,1,243,243,"logit_rho",-2.18165
"F",14,1,244,244,"logit_rho",-2.41552
"F",14,1,245,245,"logit_rho",-2.49687
"F",14,1,246,246,"logit_rho",-2.31362
"F",14,1,247,247,"logit_rho",-2.452
"F",14,1,248,248,"logit_rho",-2.54269
"F",14,1,249,249,"logit_rho",-2.52377
"F",14,1,250,250,"logit_rho",-2.33368
"F",14,1,251,251,"logit_rho",-2.18906
"F",14,1,252,252,"logit_rho",-1.9335
"F",14,1,253,253,"logit_rho",-1.78794
"F",14,1,254,254,"logit_rho",-1.89845
"F",14,1,255,255,"logit_rho",-1.85312
"F",14,1,256,256,"logit_rho",-1.83031
"F",14,1,257,257,"logit_rho",-1.58438
"F",14,1,258,258,"logit_rho",-1.61529
"F",14,1,259,259,"logit_rho",-2.36983
"F",14,1,260,260,"logit_rho",-2.23474
"F",14,1,261,261,"logit_rho",-2.31102
"F",14,1,262,262,"logit_rho",-1.77777
"F",14,1,263,263,"logit_rho",-2.00378
"F",14,1,264,264,"logit_rho",-1.84875
"F",14,1,265,265,"logit_rho",-1.9283
"F",14,1,266,266,"logit_rho",-1.88996
"F",14,1,267,267,"logit_rho",-1.73548
"F",14,1,268,268,"logit_rho",-2.25111
"F",14,1,269,269,"logit_rho",-2.09169
"F",14,1,270,270,"logit_rho",-1.93681
"F",14,1,271,271,"logit_rho",-1.91486
"F",14,1,272,272,"logit_rho",-2.23947
"F",14,1,273,273,"logit_rho",-2.26727
"F",14,1,274,274,"logit_rho",-2.36464
"F",14,1,275,275,"logit_rho",-2.41872
"F",14,1,276,276,"logit_rho",-2.33198
"F",14,1,277,277,"logit_rho",-2.46262
"F",14,1,278,278,"logit_rho",-2.46345
"F",14,1,279,279,"logit_rho",-2.34567
"F",14,1,280,280,"logit_rho",-2.08211
"F",14,1,281,281,"logit_rho",-2.12087
"F",14,1,282,282,"logit_rho",-2.47637
"F",14,1,283,283,"logit_rho",-2.3471
"F",14,1,284,284,"logit_rho",-2.6569
"F",14,1,285,285,"logit_rho",-2.07678
"F",14,1,286,286,"logit_rho",-2.2501
"F",14,1,287,287,"logit_rho",-2.30167
"F",14,1,288,288,"logit_rho",-2.11523
"F",14,1,289,289,"logit_rho",-2.08168
"F",14,1,290,290,"logit_rho",-1.79518
"F",14,1,291,291,"logit_rho",-1.63268
"F",14,1,292,292,"logit_rho",-1.72242
"F",14,1,293,293,"logit_rho",-1.83556
"F",14,1,294,294,"logit_rho",-2.19512
"F",14,1,295,295,"logit_rho",-2.23426
"F",14,1,296,296,"logit_rho",-2.01287
"F",14,1,297,297,"logit_rho",-2.3076
"F",14,1,298,298,"logit_rho",-1.97151
"F",14,1,299,299,"logit_rho",-2.4158
"F",14,1,300,300,"logit_rho",-2.31916
"F",14,2,1,301,"logit_rho",-2.4342
"F",14,2,2,302,"logit_rho",-2.63361
"F",14,2,3,303,"logit_rho",-2.47259
"F",14,2,4,304,"logit_rho",-2.53294
"F",14,2,5,305,"logit_rho",-2.27839
"F",14,2,6,306,"logit_rho",-2.28471
"F",14,2,7,307,"logit_rho",-2.473
"F",14,2,8,308,"logit_rho",-2.36846
"F",14,2,9,309,"logit_rho",-2.25282
"F",14,2,10,310,"logit_rho",-2.60071
"F",14,2,11,311,"logit_rho",-2.48291
"F",14,2,12,312,"logit_rho",-2.25841
"F",14,2,13,313,"logit_rho",-2.14838
"F",14,2,14,314,"logit_rho",-2.43247
"F",14,2,15,315,"logit_rho",-2.4239
"F",14,2,16,316,"logit_rho",-2.76021
"F",14,2,17,317,"logit_rho",-2.57945
"F",14,2,18,318,"logit_rho",-2.08035
"F",14,2,19,319,"logit_rho",-1.96253
"F",14,2,20,320,"logit_rho",-1.83053
"F",14,2,21,321,"logit_rho",-1.65067
"F",14,2,22,322,"logit_rho",-1.57864
"F",14,2,23,323,"logit_rho",-1.95793
"F",14,2,24,324,"logit_rho",-1.85936
"F",14,2,25,325,"logit_rho",-2.14033
"F",14,2,26,326,"logit_rho",-2.00796
"F",14,2,27,327,"logit_rho",-2.17168
"F",14,2,28,328,"logit_rho",-2.3957
"F",14,2,29,329,"logit_rho",-2.21962
"F",14,2,30,330,"logit_rho",-2.51481
"F",14,2,31,331,"logit_rho",-2.77221
"F",14,2,32,332,"logit_rho",-2.21687
"F",14,2,33,333,"logit_rho",-2.25813
"F",14,2,34,334,"logit_rho",-2.06525
"F",14,2,35,335,"logit_rho",-2.15666
"F",14,2,36,336,"logit_rho",-2.51198
"F",14,2,37,337,"logit_rho",-2.40017
"F",14,2,38,338,"logit_rho",-2.20942
"F",14,2,39,339,"logit_rho",-1.93395
"F",14,2,40,340,"logit_rho",-1.94373
"F",14,2,41,341,"logit_rho",-2.2008
"F",14,2,42,342,"logit_rho",-2.27189
"F",14,2,43,343,"logit_rho",-2.17752
"F",14,2,44,344,"logit_rho",-2.39267
"F",14,2,45,345,"logit_rho",-2.50133
"F",14,2,46,346,"logit_rho",-2.55817
"F",14,2,47,347,"logit_rho",-2.37139
"F",14,2,48,348,"logit_rho",-2.68341
"F",14,2,49,349,"logit_rho",-2.75488
"F",14,2,50,350,"logit_rho",-2.1952
"F",14,2,51,351,"logit_rho",-2.41807
"F",14,2,52,352,"logit_rho",-2.30398
"F",14,2,53,353,"logit_rho",-2.03865
"F",14,2,54,354,"logit_rho",-2.1615
"F",14,2,55,355,"logit_rho",-1.92612
"F",14,2,56,356,"logit_rho",-2.03781
"F",14,2,57,357,"logit_rho",-2.34022
"F",14,2,58,358,"logit_rho",-2.40777
"F",14,2,59,359,"logit_rho",-2.55212
"F",14,2,60,360,"logit_rho",-2.54563
"F",14,2,61,361,"logit_rho",-2.45006
"F",14,2,62,362,"logit_rho",-2.29598
"F",14,2,63,363,"logit_rho",-2.35554
"F",14,2,64,364,"logit_rho",-2.23507
"F",14,2,65,365,"logit_rho",-1.93019
"F",14,2,66,366,"logit_rho",-2.13033
"F",14,2,67,367,"logit_rho",-2.36504
"F",14,2,68,368,"logit_rho",-2.20739
"F",14,2,69,369,"logit_rho",-2.46722
"F",14,2,70,370,"logit_rho",-2.45635
"F",14,2,71,371,"logit_rho",-2.4423
"F",14,2,72,372,"logit_rho",-2.65976
"F",14,2,73,373,"logit_rho",-2.05103
"F",14,2,74,374,"logit_rho",-2.11641
"F",14,2,75,375,"logit_rho",-1.90416
"F",14,2,76,376,"logit_rho",-2.10599
"F",14,2,77,377,"logit_rho",-1.834
"F",14,2,78,378,"logit_rho",-1.91965
"F",14,2,79,379,"logit_rho",-2.15324
"F",14,2,80,380,"logit_rho",-2.20001
"F",14,2,81,381,"logit_rho",-2.25853
"F",14,2,82,382,"logit_rho",-2.25059
"F",14,2,83,383,"logit_rho",-2.4799
"F",14,2,84,384,"logit_rho",-2.46958
"F",14,2,85,385,"logit_rho",-2.2604
"F",14,2,86,386,"logit_rho",-2.44446
"F",14,2,87,387,"logit_rho",-2.20904
"F",14,2,88,388,"logit_rho",-1.87627
"F",14,2,89,389,"logit_rho",-2.22349
"F",14,2,90,390,"logit_rho",-2.16366
"F",14,2,91,391,"logit_rho",-2.19269
"F",14,2,92,392,"logit_rho",-2.0164
"F",14,2,93,393,"logit_rho",-2.31037
"F",14,2,94,394,"logit_rho",-2.10782
"F",14,2,95,395,"logit_rho",-2.15399
